# frequency [Hz], storage [Mpa], loss [MPa], temperature [Celcius]
5.011860000000000426e+00,9.375298438934802636e-01,1.420449954086317745e-01,5.000000000000000000e+01
6.309569999999999901e+00,9.574655647382921408e-01,1.522424242424242624e-01,5.000000000000000000e+01
7.943279999999999674e+00,9.774931129476585046e-01,1.648980716253443668e-01,5.000000000000000000e+01
1.000000000000000000e+01,9.981726354453628325e-01,1.718402203856749522e-01,5.000000000000000000e+01
1.258929999999999971e+01,1.015950413223140725e+00,1.721019283746556827e-01,5.000000000000000000e+01
1.584890000000000043e+01,1.020101010101010175e+00,1.976547291092745906e-01,5.000000000000000000e+01
1.995260000000000034e+01,1.031634527089072773e+00,2.070128558310376787e-01,5.000000000000000000e+01
2.511890000000000001e+01,1.043911845730027599e+00,1.944940312213039868e-01,5.000000000000000000e+01
3.162280000000000157e+01,1.028539944903581249e+00,2.737915518824610150e-01,5.000000000000000000e+01
3.981069999999999709e+01,9.806978879706154117e-01,3.982249770431589009e-01,5.000000000000000000e+01
5.011869999999999692e+01,1.279954086317722783e+00,3.544931129476583953e-01,5.000000000000000000e+01
6.309570000000000078e+01,1.287961432506887105e+00,3.296060606060606801e-01,5.000000000000000000e+01
7.943280000000000030e+01,1.284095500459137007e+00,3.463314967860423033e-01,5.000000000000000000e+01
9.999990000000000268e-02,4.633094582185492416e-01,5.648797061524334778e-02,6.000000000000000000e+01
1.258900000000000019e-01,4.702543617998163894e-01,5.718916437098255784e-02,6.000000000000000000e+01
1.584800000000000098e-01,4.787557392102847476e-01,5.803608815426998524e-02,6.000000000000000000e+01
1.995200000000000029e-01,4.868631772268136593e-01,5.923131313131312775e-02,6.000000000000000000e+01
2.511800000000000144e-01,4.948374655647383435e-01,6.053783287419652048e-02,6.000000000000000000e+01
3.162200000000000011e-01,5.032359963269055214e-01,6.177511478420569246e-02,6.000000000000000000e+01
3.980989999999999807e-01,5.114747474747475264e-01,6.307548209366391212e-02,6.000000000000000000e+01
5.011790000000000411e-01,5.199320477502296090e-01,6.438751147842057543e-02,6.000000000000000000e+01
6.309489999999999821e-01,5.285206611570248958e-01,6.566538108356290149e-02,6.000000000000000000e+01
7.943189999999999973e-01,5.372011019283747801e-01,6.699292929292929855e-02,6.000000000000000000e+01
9.999989999999999712e-01,5.459816345270891436e-01,6.837254361799817437e-02,6.000000000000000000e+01
1.258920000000000039e+00,5.548604224058770740e-01,6.985408631772269117e-02,6.000000000000000000e+01
1.584889999999999910e+00,5.638448117539027749e-01,7.142488521579432037e-02,6.000000000000000000e+01
1.995260000000000034e+00,5.729384756657484035e-01,7.309779614325070951e-02,6.000000000000000000e+01
2.511890000000000178e+00,5.822644628099173936e-01,7.491037649219468852e-02,6.000000000000000000e+01
3.162279999999999980e+00,5.919348025711662631e-01,7.693516988062443218e-02,6.000000000000000000e+01
3.981059999999999821e+00,6.020275482093664365e-01,7.923278236914600703e-02,6.000000000000000000e+01
5.011860000000000426e+00,6.115436179981634801e-01,8.172075298438936930e-02,6.000000000000000000e+01
6.309569999999999901e+00,6.195564738292010931e-01,8.446042240587695038e-02,6.000000000000000000e+01
7.943279999999999674e+00,6.258301193755739789e-01,8.905968778696052301e-02,6.000000000000000000e+01
1.000000000000000000e+01,6.299788797061525170e-01,9.252892561983472319e-02,6.000000000000000000e+01
1.258929999999999971e+01,6.332929292929294629e-01,9.298714416896236568e-02,6.000000000000000000e+01
1.584890000000000043e+01,6.408264462809918349e-01,9.209825528007346829e-02,6.000000000000000000e+01
1.995260000000000034e+01,6.542561983471075759e-01,8.991368227731864893e-02,6.000000000000000000e+01
2.511890000000000001e+01,6.717897153351699568e-01,7.884729109274565828e-02,6.000000000000000000e+01
3.162280000000000157e+01,6.944655647382921293e-01,7.680091827364556034e-02,6.000000000000000000e+01
3.981069999999999709e+01,7.103443526170798439e-01,1.001092745638200304e-01,6.000000000000000000e+01
5.011869999999999692e+01,7.326988062442609806e-01,1.246877869605142464e-01,6.000000000000000000e+01
6.309570000000000078e+01,7.650881542699726756e-01,1.495298438934802576e-01,6.000000000000000000e+01
7.943280000000000030e+01,7.948108356290175536e-01,1.670027548209366275e-01,6.000000000000000000e+01
9.999990000000000268e-02,1.733296602387511542e-01,5.224719926538108628e-02,7.000000000000000000e+01
1.258900000000000019e-01,1.795977961432506931e-01,5.256639118457300669e-02,7.000000000000000000e+01
1.584800000000000098e-01,1.856391184573002728e-01,5.291616161616162495e-02,7.000000000000000000e+01
1.995200000000000029e-01,1.910918273645546561e-01,5.301524334251607462e-02,7.000000000000000000e+01
2.511800000000000144e-01,1.964747474747474687e-01,5.307832874196510842e-02,7.000000000000000000e+01
3.162200000000000011e-01,2.023719008264462937e-01,5.298980716253444412e-02,7.000000000000000000e+01
3.980989999999999807e-01,2.077483930211203034e-01,5.275849403122131326e-02,7.000000000000000000e+01
5.011790000000000411e-01,2.130780532598714472e-01,5.243673094582185917e-02,7.000000000000000000e+01
6.309489999999999821e-01,2.182855831037649741e-01,5.202929292929293209e-02,7.000000000000000000e+01
7.943189999999999973e-01,2.233434343434343439e-01,5.155555555555556280e-02,7.000000000000000000e+01
9.999989999999999712e-01,2.282479338842975103e-01,5.102791551882461529e-02,7.000000000000000000e+01
1.258920000000000039e+00,2.330055096418733040e-01,5.045720844811754646e-02,7.000000000000000000e+01
1.584889999999999910e+00,2.376060606060606539e-01,4.984214876033057906e-02,7.000000000000000000e+01
1.995260000000000034e+00,2.420578512396694693e-01,4.920964187327823286e-02,7.000000000000000000e+01
2.511890000000000178e+00,2.465050505050505325e-01,4.861579430670339569e-02,7.000000000000000000e+01
3.162279999999999980e+00,2.511634527089072755e-01,4.810137741046832671e-02,7.000000000000000000e+01
3.981059999999999821e+00,2.559182736455464235e-01,4.763911845730027517e-02,7.000000000000000000e+01
5.011860000000000426e+00,2.599100091827364900e-01,4.715573921028467369e-02,7.000000000000000000e+01
6.309569999999999901e+00,2.620156106519743178e-01,4.670303030303031566e-02,7.000000000000000000e+01
7.943279999999999674e+00,2.617300275482093430e-01,4.869761248852159247e-02,7.000000000000000000e+01
1.000000000000000000e+01,2.588539944903581747e-01,4.903654729109275384e-02,7.000000000000000000e+01
1.258929999999999971e+01,2.549954086317722801e-01,4.539494949494950193e-02,7.000000000000000000e+01
1.584890000000000043e+01,2.553755739210284981e-01,3.831974288337924861e-02,7.000000000000000000e+01
1.995260000000000034e+01,2.611570247933884259e-01,2.838053259871442177e-02,7.000000000000000000e+01
2.511890000000000001e+01,2.697006427915519255e-01,3.714012855831038025e-03,7.000000000000000000e+01
3.162280000000000157e+01,2.838494031221304170e-01,-1.169412304866850397e-02,7.000000000000000000e+01
3.981069999999999709e+01,2.942451790633609510e-01,2.432800734618917066e-03,7.000000000000000000e+01
5.011869999999999692e+01,3.103030303030303028e-01,3.107676767676768176e-02,7.000000000000000000e+01
6.309570000000000078e+01,3.372607897153351852e-01,5.876198347107438463e-02,7.000000000000000000e+01
7.943280000000000030e+01,3.653507805325987290e-01,7.852350780532599273e-02,7.000000000000000000e+01
9.999990000000000268e-02,6.756859504132231575e-02,3.413415977961432868e-02,8.000000000000000000e+01
1.258900000000000019e-01,7.170091827364555304e-02,3.562176308539945213e-02,8.000000000000000000e+01
1.584800000000000098e-01,7.555325987144169420e-02,3.655417814508724050e-02,8.000000000000000000e+01
1.995200000000000029e-01,7.917695133149679765e-02,3.675316804407713356e-02,8.000000000000000000e+01
2.511800000000000144e-01,8.286639118457300723e-02,3.715711662075298766e-02,8.000000000000000000e+01
3.162200000000000011e-01,8.688457300275483075e-02,3.742773186409550923e-02,8.000000000000000000e+01
3.980989999999999807e-01,9.054949494949494915e-02,3.732644628099173606e-02,8.000000000000000000e+01
5.011790000000000411e-01,9.417630853994490847e-02,3.714389348025712301e-02,8.000000000000000000e+01
6.309489999999999821e-01,9.767584940312215580e-02,3.690697887970616209e-02,8.000000000000000000e+01
7.943189999999999973e-01,1.010431588613406872e-01,3.658824609733701133e-02,8.000000000000000000e+01
9.999989999999999712e-01,1.042892561983471272e-01,3.618016528925620257e-02,8.000000000000000000e+01
1.258920000000000039e+00,1.074260789715335285e-01,3.567676767676767474e-02,8.000000000000000000e+01
1.584889999999999910e+00,1.104471992653810880e-01,3.508484848484848956e-02,8.000000000000000000e+01
1.995260000000000034e+00,1.133397612488521722e-01,3.441588613406795089e-02,8.000000000000000000e+01
2.511890000000000178e+00,1.161065197428833989e-01,3.371551882460973454e-02,8.000000000000000000e+01
3.162279999999999980e+00,1.186547291092745621e-01,3.296795224977042832e-02,8.000000000000000000e+01
3.981059999999999821e+00,1.211900826446281054e-01,3.227529843893480604e-02,8.000000000000000000e+01
5.011860000000000426e+00,1.237355371900826645e-01,3.165876951331497713e-02,8.000000000000000000e+01
6.309569999999999901e+00,1.259219467401285486e-01,3.122525252525252745e-02,8.000000000000000000e+01
7.943279999999999674e+00,1.269090909090909158e-01,3.538576675849403746e-02,8.000000000000000000e+01
1.000000000000000000e+01,1.287070707070707420e-01,3.816418732782369400e-02,8.000000000000000000e+01
1.258929999999999971e+01,1.322369146005509533e-01,3.475509641873278377e-02,8.000000000000000000e+01
1.584890000000000043e+01,1.378797061524334178e-01,2.190238751147842444e-02,8.000000000000000000e+01
1.995260000000000034e+01,1.457529843893480559e-01,5.289136822773187092e-03,8.000000000000000000e+01
2.511890000000000001e+01,1.482277318640955188e-01,-4.923057851239669852e-02,8.000000000000000000e+01
3.162280000000000157e+01,1.415114784205693532e-01,-8.499338842975208419e-02,8.000000000000000000e+01
3.981069999999999709e+01,1.576189164370982720e-01,-7.911928374655648188e-02,8.000000000000000000e+01
5.011869999999999692e+01,1.906299357208448286e-01,-1.310312213039485814e-02,8.000000000000000000e+01
6.309570000000000078e+01,2.067483930211203025e-01,-1.785041322314049814e-02,8.000000000000000000e+01
7.943280000000000030e+01,1.603847566574839734e-01,3.270606060606061349e-02,8.000000000000000000e+01
